frame_name,track_num,bb_x,bb_y,bb_width,bb_height,distance,3D_x,3D_y,3D_z
000030.jpg,6.0,470.0,156.0,41.0,31.0,9.61278486251831,1.5050216726607462,-1.1994909571581887,9.61278486251831
000030.jpg,5.0,338.0,143.0,19.0,20.0,14.33165168762207,-2.5812470083788384,-2.598117903858439,14.33165168762207
000030.jpg,4.0,383.0,211.0,55.0,47.0,5.979011058807373,-0.19003561953393724,0.2533808260452496,5.979011058807373
000030.jpg,3.0,271.0,179.0,22.0,30.0,8.788461208343506,-2.93814395521165,-0.641425793039163,8.788461208343506
000030.jpg,2.0,553.0,403.0,209.0,74.0,2.8503668308258057,1.5669658306726078,1.5904535411966083,2.8503668308258057
000030.jpg,1.0,603.0,286.0,140.0,99.0,3.681363105773926,2.1581413628924304,1.256748986423303,3.681363105773926
000031.jpg,6.0,470.60411148156743,156.5833489511165,44.79127763614599,31.833102337479318,9.405835147692962,1.5279768264770184,-1.1423007578461453,9.405835147692962
000031.jpg,5.0,337.88152667636285,143.12943358052112,18.2370465274181,19.741132838957753,14.22217216103767,-2.578269201863387,-2.582604832899953,14.22217216103767
000031.jpg,4.0,382.0000998801438,211.0,55.0,47.0,6.008056423783356,-0.2051024740890413,0.25461172167297375,6.008056423783356
000031.jpg,3.0,270.8814173634994,179.1668768886016,21.237265153145017,29.666246222796815,8.791957061059959,-2.949661341782297,-0.6451351868104832,8.791957061059959
000031.jpg,2.0,566.1180159944262,402.95806641838084,209.7612712472644,74.08386716323832,2.8676709443230983,1.6676149669392006,1.6003920411847934,2.8676709443230983
000031.jpg,1.0,604.1192475368522,284.9164763983899,140.7612052858642,99.16724696350786,3.7447252575350713,2.208509726430138,1.2703013763746376,3.7447252575350713
000032.jpg,6.0,469.3058331744908,157.04570848507498,41.09411973445606,30.08497224331751,9.450661155252515,1.4652405772000483,-1.1763533583350356,9.450661155252515
000032.jpg,5.0,338.10248105284137,142.99999986050094,18.677419615386953,20.00000027899813,13.938190924959061,-2.51231137362136,-2.526789243364282,13.938190924959061
000032.jpg,4.0,383.0475339251961,210.90381592554417,55.61084824735417,47.19236814891167,5.847474559239024,-0.18099570763630796,0.24913069070965385,5.847474559239024
000032.jpg,3.0,271.01917496516563,179.16276309185332,21.844031790738427,30.61562647190027,8.609510857475984,-2.8795096190060816,-0.6125872691752015,8.609510857475984
000032.jpg,2.0,579.9557930763233,404.1443238755664,206.26289281442382,73.59365756008106,2.8008701678772536,1.7084838879404407,1.567701719482403,2.8008701678772536
000032.jpg,1.0,604.7647112063606,285.1565312752547,139.64689039089035,96.68709026920237,3.581929365634511,2.113243025508733,1.1961859979571008,3.581929365634511
000033.jpg,6.0,469.3657215031954,157.21228011383036,39.737706477376605,29.557382802317647,9.624402435561462,1.4781669773548718,-1.206159874302055,9.624402435561462
000033.jpg,5.0,337.94552430346937,143.0712850400292,18.324864789190883,19.85742991994158,14.135921775063176,-2.55904204220197,-2.56500738170659,14.135921775063176
000033.jpg,4.0,382.3496668216743,210.8920375063163,55.84042828028373,47.215924987367345,6.000447734771932,-0.19396789185294577,0.2558144835368181,6.000447734771932
000033.jpg,3.0,271.08553109249425,178.92696042429736,21.891933865708893,30.4069316282106,8.797902158760145,-2.9406478076601408,-0.6351988071365516,8.797902158760145
000033.jpg,2.0,587.3687036232344,403.45529910255607,208.6197135578086,74.45818940306617,2.880973154978647,1.815618859759786,1.6137273604322608,2.880973154978647
000033.jpg,1.0,604.1198586221204,285.41061115444995,140.04801734321836,95.87302926700272,3.6986113724761744,2.1782135053563234,1.2302757488375533,3.6986113724761744
000034.jpg,8.0,397.11981712770773,134.92276484757258,24.760265864440726,16.15427054456717,16.521969787935454,-0.5640313031391286,-3.4589767493254104,16.521969787935454
000034.jpg,5.0,337.86034477469326,143.2549924268513,18.30859362595868,20.27094793867758,14.080876659601884,-2.5521706866268916,-2.535220427774242,14.080876659601884
000034.jpg,4.0,382.898576445906,210.89944494632448,55.94744037156988,47.20111010735104,6.060687112354558,-0.18731929067187325,0.25827694595893463,6.060687112354558
000034.jpg,3.0,271.0824418702829,178.8883920971456,21.925824891123284,30.285951677296055,8.859224474236362,-2.9608554250776513,-0.6429540296278613,8.859224474236362
000034.jpg,2.0,592.0630084130495,404.7403649850695,210.54921306808978,73.2680328141397,2.859277182756139,1.8400411902666078,1.602213642146074,2.859277182756139
000034.jpg,1.0,605.0357045055757,285.3511885951145,141.09125479075146,95.20146196904432,3.72693015036802,2.207504264320118,1.233281393088541,3.72693015036802
000035.jpg,8.0,398.17053206551,134.91521115269032,25.541164770338014,16.28711956369375,16.24639749307967,-0.4994995211419655,-3.396491463086215,16.24639749307967
000035.jpg,6.0,470.7292439233645,157.0029841916698,43.9987304290396,31.715572362955413,9.540976206401112,1.543839874732243,-1.1519269517874773,9.540976206401112
000035.jpg,5.0,337.8562605048958,143.2482117913162,18.263913842243483,20.519787593192746,14.023504243722353,-2.5426443163188615,-2.516898799224493,14.023504243722353
000035.jpg,4.0,383.04611910073703,210.91102754137384,56.003249678643556,47.17794491725235,6.051979421621963,-0.18455029770711276,0.25774083194510156,6.051979421621963
000035.jpg,3.0,271.0671969603332,178.89691948211816,21.950238029571324,30.2081597619582,8.894284081764347,-2.972636375730788,-0.6469488840652113,8.894284081764347
000035.jpg,2.0,595.2245149684218,406.3015166174262,214.91709585433136,72.02120840808698,2.8294528251232354,1.8564571024062002,1.5875952809668188,2.8294528251232354
